time,Salinity,Temperature,Chlorophyll_a,Nitrate,Longwave Irradiance,Shortwave Irradiance,Wind Speed
2017-04-24,33.15,8.71,1.05,,349.15,124.73,3.76
2017-04-25,33.08,8.51,0.86,,349.89,143.39,7.23
2017-04-26,33.27,8.79,0.80,,351.24,159.00,6.60
2017-04-27,33.62,9.83,0.67,,356.85,154.16,2.36
2017-04-28,33.96,11.13,1.50,,363.14,168.37,4.75
2017-04-29,34.27,12.33,1.22,,361.37,183.81,5.48
2017-04-30,34.42,12.77,1.39,,349.75,216.98,5.76
2017-05-01,34.22,12.34,1.24,,336.67,238.06,6.17
2017-05-02,34.31,12.75,1.40,,334.64,221.82,7.67
2017-05-03,33.45,11.11,1.28,,335.78,211.16,5.08
2017-05-04,33.43,11.06,1.28,,332.27,205.49,4.42
2017-05-05,33.27,10.60,1.67,,321.14,214.65,7.19
2017-05-06,33.47,11.06,1.44,,312.44,222.21,5.94
2017-05-07,,,1.41,,312.60,220.05,5.00
2017-05-08,,,1.43,,313.27,218.62,6.58
2017-05-09,33.28,10.72,1.32,,309.88,237.15,3.90
2017-05-10,33.15,11.04,1.09,,306.17,239.04,3.27
2017-05-11,32.94,10.66,0.84,,311.13,233.41,3.81
2017-05-12,32.86,10.48,0.83,,319.80,205.10,5.44
2017-05-13,33.05,9.21,1.17,,321.64,215.08,6.15
2017-05-14,33.05,9.21,1.40,,325.79,218.42,6.97
2017-05-15,33.03,9.45,1.83,,333.75,221.23,6.71
2017-05-16,33.12,9.61,1.80,,336.41,238.55,5.24
2017-05-17,33.00,9.44,2.40,,334.06,259.32,6.06
2017-05-18,32.78,9.22,1.52,,323.11,286.58,6.44
2017-05-19,32.66,9.88,0.84,,314.70,271.49,7.02
2017-05-20,32.71,9.89,0.90,,316.47,263.63,6.06
2017-05-21,32.76,10.20,0.63,,315.22,249.46,2.98
2017-05-22,32.68,10.41,0.75,,,,2.97
2017-05-23,32.58,10.33,0.76,,,,
2017-05-24,32.59,10.39,0.87,,,,
2017-05-25,33.59,11.49,0.95,,,,
2017-05-26,33.81,12.72,1.04,,,,
2017-05-27,32.97,11.25,0.72,,,,
2017-05-28,32.88,11.41,0.65,,,,
2017-05-29,33.57,12.82,0.97,,,,
2017-05-30,34.11,13.53,1.18,,,,
2017-05-31,33.96,13.73,1.10,,,,
2017-06-01,33.97,14.14,0.95,,,,
2017-06-02,33.91,14.76,0.78,,,,
2017-06-03,34.09,15.42,0.71,,,,
2017-06-04,34.20,15.20,0.76,,,,
2017-06-05,34.17,15.37,0.88,,,,
2017-06-06,33.90,14.82,0.97,,,,
2017-06-07,34.18,15.27,0.92,,,,
2017-06-08,34.41,16.02,0.71,,,,
2017-06-09,34.58,16.67,0.53,,,,
2017-06-10,34.57,16.49,0.51,,,,
2017-06-11,34.21,16.21,0.44,,,,
2017-06-12,33.94,16.00,0.42,,,,
2017-06-13,33.87,16.10,0.45,,,,
2017-06-14,33.35,14.87,0.59,,,,
2017-06-15,32.97,14.64,0.50,,,,5.14
2017-06-16,33.49,15.23,0.48,,368.45,336.72,6.04
2017-06-17,33.39,15.58,0.47,,372.30,302.95,4.20
2017-06-18,33.53,16.23,0.41,,370.93,292.59,5.33
2017-06-19,33.21,16.50,0.43,,375.06,246.25,7.50
2017-06-20,32.35,14.84,0.74,,380.12,246.32,6.70
2017-06-21,32.51,15.18,0.73,,377.89,257.77,5.85
2017-06-22,32.85,15.93,0.57,,371.65,267.70,3.32
2017-06-23,32.89,16.33,0.53,,365.86,267.65,5.40
2017-06-24,33.00,17.10,0.55,,357.79,291.86,7.85
2017-06-25,32.93,16.63,0.78,,353.62,307.66,3.11
2017-06-26,32.62,16.04,1.05,,353.39,296.20,3.13
2017-06-27,,,,,349.36,308.08,3.94
2017-06-28,32.61,17.18,0.63,,349.86,309.69,3.96
2017-06-29,32.87,17.80,0.66,,357.91,295.91,5.42
2017-06-30,32.78,18.57,0.59,,360.46,297.80,7.42
2017-07-01,32.62,19.11,0.48,,367.24,288.92,6.48
2017-07-02,33.10,20.18,0.38,,368.74,289.33,5.11
2017-07-03,33.33,20.58,0.39,,370.17,275.52,4.09
2017-07-04,33.55,20.97,0.38,,377.88,254.49,2.12
2017-07-05,33.49,21.12,0.38,,377.39,260.50,3.34
2017-07-06,33.20,20.47,0.53,,370.07,274.59,4.27
2017-07-07,33.12,20.49,0.59,,367.05,276.68,5.25
2017-07-08,33.30,21.33,0.43,,369.28,281.47,5.34
2017-07-09,33.31,21.61,0.38,,377.93,272.39,4.39
2017-07-10,33.26,21.84,0.35,,384.96,290.58,4.02
2017-07-11,33.37,22.07,0.33,,384.07,286.23,5.22
2017-07-12,32.20,19.89,0.61,,387.49,271.68,5.36
2017-07-13,32.39,20.68,0.61,,390.92,267.25,5.14
2017-07-14,32.56,21.03,0.67,,399.59,245.87,5.92
2017-07-15,32.73,20.93,0.73,,399.49,250.95,3.39
2017-07-16,33.05,23.42,0.36,,397.82,258.60,2.36
2017-07-17,33.21,23.94,0.39,,397.94,260.37,2.02
2017-07-18,33.12,24.03,0.35,,396.38,286.31,2.08
2017-07-19,33.11,23.89,0.32,,394.33,300.41,3.68
2017-07-20,33.30,24.46,0.28,,397.15,288.41,4.70
2017-07-21,33.39,25.05,0.22,,397.36,277.45,4.54
2017-07-22,33.24,25.00,0.25,,396.93,247.94,2.96
2017-07-23,32.94,24.26,0.38,,392.34,244.31,4.99
2017-07-24,32.90,23.89,0.39,,383.88,240.93,6.75
2017-07-25,32.85,23.64,0.39,,383.80,232.88,6.18
2017-07-26,33.06,23.28,0.34,,385.87,198.22,4.93
2017-07-27,33.59,23.40,0.26,,380.45,213.49,2.08
2017-07-28,34.06,23.68,0.21,,368.79,243.80,3.25
2017-07-29,33.72,23.40,0.34,,362.74,276.19,6.39
2017-07-30,33.72,22.01,0.44,,364.34,267.82,7.68
2017-07-31,33.47,21.48,0.41,,369.07,262.70,2.17
2017-08-01,33.51,21.71,0.33,,367.64,269.83,3.32
2017-08-02,33.58,21.47,0.32,,364.37,283.44,3.22
2017-08-03,33.76,22.34,0.29,,362.43,275.00,2.39
2017-08-04,33.70,22.46,0.29,,368.88,251.06,2.40
2017-08-05,33.53,22.57,0.33,,375.85,217.99,3.64
2017-08-06,33.65,22.37,0.33,,373.40,224.48,7.55
2017-08-07,33.96,22.41,0.26,,369.68,236.74,4.04
2017-08-08,33.97,22.31,0.33,,371.73,221.55,5.73
2017-08-09,34.20,22.55,0.29,,375.83,207.71,2.51
2017-08-10,34.05,22.59,0.27,,383.63,203.76,2.49
2017-08-11,34.15,22.96,0.25,,383.60,215.10,3.00
2017-08-12,33.95,22.87,0.28,,385.10,212.65,4.42
2017-08-13,33.60,22.51,0.37,,389.74,212.22,4.56
2017-08-14,33.59,22.76,0.30,,390.74,206.31,2.01
2017-08-15,33.56,22.87,0.27,,389.32,206.31,2.13
2017-08-16,,,,,388.99,229.64,3.08
2017-08-17,,,,,385.64,236.31,3.53
2017-08-18,,,,,384.03,237.41,4.91
2017-08-19,,,,,380.78,258.99,6.25
2017-08-20,,,,,383.32,247.58,5.67
2017-08-21,,,,,384.30,243.43,4.30
2017-08-22,,,,,377.71,256.81,6.51
2017-08-23,,,,,367.95,265.47,6.41
2017-08-24,,,,,360.51,260.03,3.43
2017-08-25,,,,,355.91,261.80,3.70
2017-08-26,,,,,352.81,237.18,3.41
2017-08-27,,,,,347.99,237.45,5.36
2017-08-28,,,,,346.30,238.29,7.47
2017-08-29,,,,,344.24,236.18,8.21
2017-08-30,,,,,342.03,221.36,10.80
2017-08-31,,,,,352.93,203.31,5.73
2017-09-01,35.17,22.33,0.19,,354.60,203.72,6.81
2017-09-02,35.12,22.26,0.20,,353.53,231.07,4.25
2017-09-03,35.05,22.33,0.19,,357.68,220.41,6.97
2017-09-04,35.30,22.46,0.18,,362.50,207.67,7.50
2017-09-05,35.26,22.55,0.16,,362.37,204.28,7.83
2017-09-06,34.72,22.22,0.15,,361.18,217.01,6.85
2017-09-07,34.33,21.80,0.18,,349.90,235.10,6.07
2017-09-08,34.08,21.43,0.19,,347.25,231.10,6.28
2017-09-09,34.35,21.77,0.15,,343.08,225.79,4.73
2017-09-10,34.60,21.88,0.14,,333.64,240.88,4.93
2017-09-11,34.70,21.59,0.16,,336.19,236.24,4.37
2017-09-12,34.54,21.75,0.15,,344.91,229.17,4.26
2017-09-13,34.42,21.81,0.15,,358.26,213.52,5.36
2017-09-14,34.33,21.90,0.17,,371.87,190.66,4.13
2017-09-15,34.06,21.73,0.20,,385.20,171.74,3.05
2017-09-16,34.13,22.04,0.18,,396.60,147.62,2.04
2017-09-17,33.78,21.59,0.24,,408.69,114.88,3.39
2017-09-18,33.65,21.28,0.32,,409.38,96.51,5.85
2017-09-19,34.75,22.09,0.24,,410.61,76.42,9.89
2017-09-20,34.95,22.08,0.27,,409.23,70.89,13.10
2017-09-21,34.91,21.65,0.32,,406.54,79.28,14.33
2017-09-22,34.88,21.08,0.34,,405.04,77.56,14.36
2017-09-23,34.88,20.76,0.39,,405.01,101.67,9.69
2017-09-24,34.70,20.35,0.50,,401.93,134.61,5.06
2017-09-25,34.72,20.42,0.65,,401.08,145.97,3.56
2017-09-26,34.67,20.44,0.61,,388.60,164.85,3.19
2017-09-27,34.50,19.96,1.15,,379.94,154.63,4.56
2017-09-28,34.30,19.67,1.51,,366.36,163.74,5.01
2017-09-29,33.84,18.37,2.39,,351.75,182.14,5.55
2017-09-30,33.99,18.75,1.62,,335.94,182.72,5.47
2017-10-01,34.51,19.20,1.39,,324.11,177.02,6.34
2017-10-02,34.92,20.10,0.79,,315.98,189.59,5.47
2017-10-03,34.27,19.95,1.65,,326.28,181.72,5.83
2017-10-04,34.56,20.73,1.01,,330.79,201.27,4.83
2017-10-05,34.22,20.28,0.65,,341.17,187.26,7.84
2017-10-06,34.13,19.61,0.78,,356.38,164.41,4.71
2017-10-07,34.26,19.74,0.48,,368.95,160.21,3.63
2017-10-08,34.20,20.04,0.50,,373.99,144.05,6.20
2017-10-09,34.23,20.17,0.64,,375.07,133.88,6.65
2017-10-10,34.63,20.53,0.52,,366.21,136.97,5.90
2017-10-11,35.03,20.85,0.40,,369.91,119.33,4.57
2017-10-12,34.43,20.15,0.48,,374.16,115.94,10.24
2017-10-13,34.67,19.93,0.62,,370.51,111.64,8.54
2017-10-14,35.01,20.19,0.75,,358.88,110.21,4.88
2017-10-15,35.10,20.73,0.40,,351.12,124.20,3.82
2017-10-16,34.36,19.63,1.12,,345.24,132.78,7.25
2017-10-17,35.12,20.35,0.48,,343.80,134.16,6.84
2017-10-18,35.23,20.02,0.36,,330.77,149.17,4.99
2017-10-19,35.24,20.14,0.32,,318.23,159.49,4.26
2017-10-20,35.25,20.53,0.29,,315.22,175.03,6.56
2017-10-21,34.91,20.09,0.66,,325.88,163.51,3.98
2017-10-22,34.36,18.94,0.60,,341.34,139.26,3.14
2017-10-23,33.90,18.19,0.72,,350.09,125.11,3.67
2017-10-24,34.11,18.73,0.59,,348.30,123.67,7.63
2017-10-25,34.31,19.33,0.56,,348.06,121.60,6.90
2017-10-26,35.02,20.47,0.39,,355.15,104.14,7.80
2017-10-27,35.24,20.53,0.42,,356.94,91.89,8.03
2017-10-28,35.12,20.23,0.56,,346.41,99.30,4.39
2017-10-29,35.15,19.83,0.33,,331.29,113.54,8.41
2017-10-30,35.14,19.40,0.43,,327.30,115.72,12.86
2017-10-31,35.22,19.10,0.48,,334.59,109.19,8.86
2017-11-01,35.20,19.01,0.62,,333.11,106.19,4.53
2017-11-02,35.15,19.67,0.72,,328.98,105.79,4.67
2017-11-03,35.16,19.90,0.73,,325.02,112.35,3.45
2017-11-04,35.25,19.95,0.72,,329.48,96.54,7.80
2017-11-05,35.27,19.75,0.76,,334.91,84.62,7.42
2017-11-06,35.22,19.65,0.65,,332.50,82.20,5.94
2017-11-07,35.15,19.42,0.63,,323.50,79.99,7.23
2017-11-08,35.18,19.55,0.53,,317.68,74.35,10.07
2017-11-09,35.03,19.47,0.45,,311.51,75.31,5.74
2017-11-10,35.03,19.49,0.40,,308.92,63.76,7.96
2017-11-11,35.17,19.22,0.43,,305.85,68.06,6.48
2017-11-12,34.71,17.95,0.51,,300.04,81.41,2.29
2017-11-13,34.35,16.91,0.72,,298.27,75.38,4.34
2017-11-14,34.10,16.05,0.77,,298.12,73.67,7.88
2017-11-15,34.38,16.57,0.72,,300.82,70.92,6.06
2017-11-16,34.60,17.21,0.62,,306.40,71.71,6.49
2017-11-17,34.76,17.41,0.55,,302.03,73.29,11.12
2017-11-18,34.72,16.91,0.66,,297.02,78.00,6.70
2017-11-19,34.70,16.73,0.65,,302.90,62.34,11.06
2017-11-20,34.63,16.34,0.58,,299.86,67.87,10.50
2017-11-21,34.53,15.90,0.59,,296.23,71.13,8.51
2017-11-22,34.48,15.82,0.66,,296.24,75.42,7.70
2017-11-23,34.52,15.84,0.61,,288.87,83.54,6.39
2017-11-24,34.62,15.97,0.58,,286.34,90.81,4.19
2017-11-25,34.35,15.29,0.68,,281.68,90.96,4.81
2017-11-26,34.52,15.57,0.85,,275.18,102.38,8.12
2017-11-27,34.56,15.62,0.61,,273.61,100.22,8.82
2017-11-28,34.51,15.25,0.93,,280.78,92.82,5.76
2017-11-29,34.41,15.01,1.07,,283.39,87.69,7.41
2017-11-30,34.41,14.93,1.13,,284.49,80.98,6.19
2017-12-01,34.61,15.33,0.89,,283.95,82.94,5.17
2017-12-02,34.07,14.44,1.65,,292.15,76.97,4.02
2017-12-03,33.90,14.10,1.76,,298.72,66.85,3.40
2017-12-04,34.46,15.03,0.99,,299.47,69.27,4.71
2017-12-05,34.71,15.61,0.69,,297.57,63.10,6.18
2017-12-06,33.56,13.48,1.18,,301.01,55.39,8.33
2017-12-07,33.44,12.99,1.28,,302.70,57.13,7.94
2017-12-08,33.42,12.88,1.08,,306.82,48.88,6.41
2017-12-09,34.00,13.76,0.94,,307.01,45.28,6.37
2017-12-10,34.38,14.52,0.56,,300.13,45.11,8.31
2017-12-11,33.82,13.36,0.84,,300.63,38.06,7.45
2017-12-12,33.66,12.82,1.08,,295.95,42.61,5.31
2017-12-13,33.75,13.05,0.82,,291.71,49.41,11.73
2017-12-14,33.90,13.30,0.55,,287.12,51.15,8.08
2017-12-15,33.77,12.94,0.60,,288.22,48.88,4.12
2017-12-16,33.82,12.94,0.59,,285.76,55.14,9.66
2017-12-17,33.81,12.73,0.64,,283.67,59.74,7.36
2017-12-18,33.63,12.23,0.76,,279.01,65.19,4.79
2017-12-19,33.55,12.03,0.78,,283.13,60.85,8.37
2017-12-20,33.87,12.59,0.66,,290.71,55.42,9.62
2017-12-21,33.90,12.42,0.74,,295.20,53.95,5.89
2017-12-22,34.06,12.68,0.58,,295.39,58.01,4.41
2017-12-23,34.15,13.07,0.50,,292.29,56.81,7.06
2017-12-24,33.90,12.49,0.70,,291.68,52.95,7.90
2017-12-25,34.42,13.35,0.55,,292.32,48.66,11.45
2017-12-26,34.66,13.54,0.49,,289.74,48.57,9.38
2017-12-27,34.27,12.73,0.52,,279.62,48.39,7.47
2017-12-28,34.23,12.50,0.45,,274.53,40.75,10.10
2017-12-29,34.24,12.31,0.44,,266.59,38.26,7.79
2017-12-30,34.23,12.10,0.47,,264.98,35.21,6.25
2017-12-31,34.35,12.01,0.47,,263.21,44.01,9.55
2018-01-01,34.37,11.69,0.51,,270.17,42.16,9.15
2018-01-02,34.08,10.86,0.61,,270.78,41.47,9.28
2018-01-03,33.73,10.17,0.69,,269.75,41.81,6.08
2018-01-04,34.05,10.80,0.60,,268.45,44.74,13.09
2018-01-05,34.20,11.28,0.46,,271.13,53.16,13.45
2018-01-06,33.87,10.56,0.42,,273.95,63.28,13.15
2018-01-07,33.85,10.16,0.44,,272.67,63.22,9.21
2018-01-08,34.31,10.61,0.39,,273.46,67.07,9.94
2018-01-09,34.96,12.04,0.30,,282.21,71.95,9.36
2018-01-10,34.92,11.78,0.33,,291.55,79.69,4.88
2018-01-11,34.93,11.84,0.39,,295.09,75.11,5.34
2018-01-12,34.89,11.74,0.41,,297.63,66.04,7.26
2018-01-13,35.04,12.22,0.38,,298.73,59.57,9.91
2018-01-14,34.97,11.93,0.42,,308.08,51.00,5.98
2018-01-15,34.97,11.73,0.36,,301.76,62.65,8.12
2018-01-16,35.09,12.25,0.35,,289.11,72.21,5.31
2018-01-17,35.18,12.71,0.35,,278.39,76.82,5.86
2018-01-18,34.60,11.26,0.49,,274.73,94.07,6.04
2018-01-19,33.15,7.75,0.76,,277.23,94.49,7.78
2018-01-20,33.03,7.42,0.79,,283.30,87.64,7.51
2018-01-21,33.32,8.12,0.90,,275.69,97.83,3.55
2018-01-22,33.35,8.44,0.95,,271.07,99.54,3.10
2018-01-23,33.94,9.61,1.26,,266.41,104.66,6.59
2018-01-24,33.98,9.72,1.10,,266.50,104.40,8.33
2018-01-25,33.67,8.84,1.05,,276.74,87.86,7.37
2018-01-26,33.74,8.96,0.89,,277.95,85.67,6.83
2018-01-27,33.99,9.27,1.10,,273.88,87.23,6.00
2018-01-28,33.92,9.29,1.20,,270.51,89.50,5.20
2018-01-29,34.18,9.81,1.06,,274.48,83.71,6.11
2018-01-30,34.38,10.27,0.73,,285.81,66.18,10.79
2018-01-31,34.36,10.29,0.60,,284.08,63.68,7.27
2018-02-01,34.41,10.52,0.58,,279.22,68.95,7.94
2018-02-02,34.33,10.37,0.63,,274.34,89.11,8.58
2018-02-03,34.12,9.74,0.71,,267.79,96.69,8.45
2018-02-04,33.88,9.00,0.84,,277.36,85.47,7.09
2018-02-05,33.73,8.67,0.88,,279.74,81.29,8.68
2018-02-06,34.94,11.70,0.66,,274.10,91.35,4.08
2018-02-07,34.35,10.09,1.05,,281.87,95.91,5.92
2018-02-08,34.06,9.44,1.16,,289.74,91.34,7.47
2018-02-09,33.87,8.81,1.18,,296.52,72.89,4.86
2018-02-10,33.60,8.28,1.24,,292.98,84.32,5.39
2018-02-11,33.81,8.98,1.41,,291.45,91.70,5.73
2018-02-12,34.06,9.67,1.23,,296.09,92.48,7.53
2018-02-13,33.58,8.38,1.16,,306.94,81.81,6.51
2018-02-14,33.81,8.83,1.39,,300.51,85.39,4.39
2018-02-15,33.52,8.13,1.41,,290.27,110.10,6.19
2018-02-16,33.35,7.71,1.34,,280.56,126.48,5.30
2018-02-17,33.57,8.24,1.24,,297.81,110.79,7.04
2018-02-18,33.59,8.30,1.21,,305.52,106.18,7.91
2018-02-19,33.39,7.80,1.08,,307.33,100.00,4.53
2018-02-20,33.35,7.83,1.33,,304.33,102.68,6.26
2018-02-21,33.29,7.95,1.49,,315.65,90.72,6.96
2018-02-22,33.48,8.47,1.61,,323.28,64.50,6.67
2018-02-23,33.19,7.37,1.26,,330.48,50.97,7.12
2018-02-24,33.12,7.15,1.10,,313.90,72.82,5.77
2018-02-25,33.71,8.65,1.07,,299.71,90.94,6.70
2018-02-26,35.18,12.61,0.59,,294.80,102.79,5.23
2018-02-27,35.66,13.99,0.32,,297.83,104.39,5.87
2018-02-28,35.49,13.58,0.47,,295.37,103.65,5.68
2018-03-01,34.64,11.08,1.41,,288.83,122.11,4.12
2018-03-02,33.67,8.40,2.26,,286.44,124.21,7.37
2018-03-03,35.42,13.25,0.85,,294.84,112.52,15.44
2018-03-04,35.58,13.62,0.55,,302.99,91.42,11.66
2018-03-05,35.73,14.04,0.34,,302.31,95.75,11.68
2018-03-06,35.69,13.88,0.30,,292.07,107.28,8.06
2018-03-07,35.45,13.12,0.31,,284.69,120.54,8.06
2018-03-08,35.45,13.08,0.27,,279.55,134.45,8.16
2018-03-09,35.32,12.55,0.30,,277.20,176.55,9.07
2018-03-10,34.93,11.12,0.54,,279.46,161.27,10.05
2018-03-11,34.66,10.26,0.58,,272.85,185.54,7.64
2018-03-12,34.68,10.36,0.64,,268.13,198.11,8.40
2018-03-13,35.38,12.92,0.46,,266.30,207.74,13.97
2018-03-14,35.28,12.46,0.32,,263.58,218.28,11.21
2018-03-15,34.96,11.20,0.46,,259.11,221.04,11.70
2018-03-16,34.49,9.57,0.72,,251.58,200.43,9.83
2018-03-17,33.90,7.80,0.85,,244.68,206.92,10.23
2018-03-18,33.85,7.62,0.79,,252.31,183.03,7.18
2018-03-19,33.84,7.50,0.89,,259.20,162.98,6.51
2018-03-20,34.05,7.89,1.14,,259.82,165.80,5.94
2018-03-21,34.13,8.13,1.01,,261.48,166.80,11.43
2018-03-22,34.09,8.20,0.70,,267.82,167.22,9.64
2018-03-23,34.07,8.30,0.60,,274.40,169.58,3.68
2018-03-24,33.85,7.81,0.39,5.81,274.51,197.36,4.36
2018-03-25,34.10,8.63,0.59,6.23,273.39,198.95,8.44
2018-03-26,34.96,11.20,0.49,6.36,267.75,216.13,9.93
2018-03-27,35.55,12.90,0.46,6.49,270.65,212.54,7.48
2018-03-28,35.57,12.99,0.47,7.13,267.50,274.40,5.34
2018-03-29,35.22,12.01,0.61,6.99,272.94,249.92,
2018-03-30,35.04,11.57,0.82,7.01,278.71,215.26,
2018-03-31,34.54,10.20,0.85,7.92,286.60,177.68,3.74
2018-04-01,34.51,10.12,1.11,7.51,295.89,204.81,6.16
2018-04-02,34.79,10.88,1.32,7.42,288.58,215.65,7.00
2018-04-03,35.47,12.78,0.68,7.46,287.99,199.62,4.31
2018-04-04,35.36,12.85,0.67,7.44,300.78,135.39,7.35
2018-04-05,34.93,11.27,0.76,7.46,301.63,140.15,10.07
2018-04-06,34.73,10.62,1.29,7.78,292.97,167.55,6.08
2018-04-07,,,,7.86,294.47,165.87,6.65
2018-04-08,,,,7.83,281.49,153.85,6.51
2018-04-09,34.97,11.17,0.59,7.82,288.19,183.24,7.64
2018-04-10,35.13,11.69,1.36,7.81,294.54,195.31,2.54
2018-04-11,35.23,11.89,0.69,7.78,294.13,214.26,4.67
2018-04-12,35.24,11.95,0.69,7.73,298.91,196.34,5.02
2018-04-13,35.10,11.61,0.99,7.64,313.52,161.95,9.18
2018-04-14,35.00,11.49,0.90,7.55,314.13,177.66,7.29
2018-04-15,35.00,11.37,1.00,7.52,325.03,191.47,10.79
2018-04-16,34.93,11.20,0.95,7.17,,,10.60
2018-04-17,35.03,11.87,1.14,7.18,,,
2018-04-18,34.63,10.47,1.19,7.37,,,
2018-04-19,34.26,9.53,2.07,6.92,,,
2018-04-20,34.42,9.87,1.56,6.62,,,
2018-04-21,34.19,9.33,1.11,6.01,,,
2018-04-22,34.14,9.30,1.66,5.98,,,
2018-04-23,34.36,10.33,2.07,6.77,,,1.95
2018-04-24,35.45,14.89,1.33,,310.52,281.52,3.73
2018-04-25,36.00,17.53,1.35,,313.38,278.17,6.87
2018-04-26,36.05,17.76,1.07,,315.78,254.95,5.25
2018-04-27,35.94,17.19,1.25,,320.45,192.04,4.71
2018-04-28,35.93,17.29,0.79,,321.49,192.25,2.28
2018-04-29,36.01,17.93,1.38,,314.26,230.62,3.36
2018-04-30,35.69,16.49,0.99,,312.30,233.67,6.70
2018-05-01,35.39,15.00,0.97,,314.35,249.99,5.25
2018-05-02,35.38,14.86,1.15,,316.76,242.01,6.42
2018-05-03,35.43,15.24,1.58,,320.47,231.73,7.39
2018-05-04,34.84,13.69,1.68,,328.19,230.33,6.98
2018-05-05,34.16,11.68,2.43,,333.48,220.70,5.77
2018-05-06,33.81,10.71,2.51,,340.33,201.22,4.04
2018-05-07,33.29,9.86,3.71,,345.42,190.16,4.09
2018-05-08,33.41,10.07,3.53,,343.42,197.56,5.35
2018-05-09,34.05,11.78,2.27,,344.08,178.44,4.63
2018-05-10,34.32,12.61,2.09,,343.55,185.75,3.98
2018-05-11,34.38,12.91,1.75,,344.77,187.86,3.76
2018-05-12,34.39,13.29,1.58,,350.70,192.52,3.38
2018-05-13,34.32,13.02,1.81,,352.54,181.26,5.73
2018-05-14,34.24,12.62,1.80,,355.11,161.42,2.23
2018-05-15,34.16,12.69,1.48,,359.79,127.51,4.54
2018-05-16,34.27,13.44,1.38,,361.01,135.33,4.55
2018-05-17,33.85,12.79,1.53,,365.03,145.70,3.33
2018-05-18,33.57,12.32,1.74,,363.05,159.11,5.21
2018-05-19,33.97,12.34,1.76,,359.65,150.73,6.38
2018-05-20,34.42,14.14,1.41,,358.02,175.39,6.87
2018-05-21,34.31,13.91,1.31,,352.09,199.02,2.89
2018-05-22,33.98,12.95,1.62,,347.51,238.56,2.53
2018-05-23,33.78,12.60,1.73,,346.28,263.89,3.33
2018-05-24,33.68,12.66,1.48,,345.46,246.67,4.34
2018-05-25,33.73,13.62,0.93,,349.65,231.48,5.99
2018-05-26,33.72,13.97,0.63,,355.26,225.46,6.52
2018-05-27,33.73,14.30,0.69,,354.39,232.57,4.76
2018-05-28,33.61,14.18,0.82,,355.47,237.64,5.23
2018-05-29,33.62,14.46,0.73,,364.68,212.80,3.22
2018-05-30,33.62,14.79,0.59,,370.25,201.55,2.83
2018-05-31,33.62,15.55,0.44,,364.03,233.45,3.97
2018-06-01,33.70,16.24,0.41,,365.19,218.86,3.83
2018-06-02,33.82,16.33,0.43,,359.15,242.51,3.00
2018-06-03,34.34,17.16,0.38,,355.95,237.56,8.21
2018-06-04,34.79,17.18,0.39,,349.31,247.09,7.87
2018-06-05,34.66,16.55,0.52,,340.02,269.00,6.18
2018-06-06,34.68,16.74,0.46,,334.16,278.79,4.46
2018-06-07,34.88,17.08,0.28,,338.53,268.14,3.39
2018-06-08,34.87,17.37,0.32,,333.97,284.83,2.94
2018-06-09,34.22,16.30,0.46,,327.31,284.14,2.93
2018-06-10,34.24,16.18,0.84,,332.01,261.67,2.98
2018-06-11,34.37,16.47,0.90,,339.70,260.51,5.57
2018-06-12,34.22,16.29,0.73,,342.52,244.51,2.86
2018-06-13,34.37,16.41,0.83,,339.69,250.96,5.36
2018-06-14,34.27,16.14,0.73,,335.53,271.04,6.61
2018-06-15,33.59,15.57,0.63,,339.77,239.19,3.69
2018-06-16,34.71,17.66,0.56,,348.12,225.90,3.72
2018-06-17,34.67,18.02,0.38,,345.73,242.94,3.32
2018-06-18,34.83,18.42,0.34,,,,3.76
2018-06-19,34.62,18.58,0.40,,,,
2018-06-20,34.75,19.02,0.37,,,,
2018-06-21,34.85,19.51,0.50,,,,
2018-06-22,34.91,19.51,0.69,,,,
2018-06-23,34.98,19.37,0.61,,,,
2018-06-24,34.93,19.53,0.58,,,,
2018-06-25,34.86,19.57,0.54,,,,
2018-06-26,34.63,19.31,0.51,,,,
2018-06-27,34.51,19.19,0.45,,,,
2018-06-28,34.59,19.78,0.40,,,,
2018-06-29,34.75,20.24,0.37,,,,
2018-06-30,34.73,20.45,0.37,,,,
2018-07-01,34.40,19.99,0.35,,,,
2018-07-02,34.05,19.57,0.38,,,,
2018-07-03,33.77,19.21,0.34,,,,
2018-07-04,33.49,18.86,0.30,,,,
2018-07-05,33.51,19.71,0.29,,,,
2018-07-06,33.80,22.13,0.28,,,,
2018-07-07,33.97,22.19,0.32,,,,
2018-07-08,34.22,21.31,0.26,,,,
2018-07-09,34.47,21.37,0.22,,,,
2018-07-10,34.56,21.74,0.21,,,,
2018-07-11,34.41,21.97,0.22,,,,5.69
2018-07-12,34.50,22.11,0.23,,363.35,299.40,3.19
2018-07-13,34.78,22.79,0.15,,366.86,305.25,3.13
2018-07-14,34.86,22.99,0.13,,369.93,307.28,2.56
2018-07-15,34.87,23.16,0.14,,370.22,308.67,3.85
2018-07-16,34.73,23.16,0.16,,369.37,312.02,3.42
2018-07-17,34.58,23.31,0.18,,368.40,313.90,5.75
2018-07-18,34.12,23.17,0.34,,367.54,304.47,3.81
2018-07-19,34.03,23.11,0.39,,369.74,288.96,3.07
2018-07-20,33.80,22.28,0.53,,371.34,287.61,2.59
2018-07-21,33.97,22.83,0.35,,371.03,289.49,5.50
