pressure_bin,time,seawater_temperature,practical_salinity,dissolved_oxygen,chlorophyll_a,pco2_seawater,month,day
9,2018-06-15,13.254,32.581,299.759,21.041,,6,15
11,2018-06-15,13.250,32.582,299.785,18.937,,6,15
13,2018-06-15,13.250,32.582,299.896,18.998,,6,15
15,2018-06-15,13.256,32.581,299.907,15.065,551.916,6,15
17,2018-06-15,13.197,32.583,300.644,16.865,,6,15
19,2018-06-15,13.102,32.585,302.235,13.904,,6,15
21,2018-06-15,12.880,32.586,305.155,13.525,,6,15
23,2018-06-15,12.633,32.582,307.964,14.093,,6,15
25,2018-06-15,12.097,32.573,314.895,9.429,522.489,6,15
27,2018-06-15,12.007,32.570,314.806,9.096,,6,15
29,2018-06-15,11.561,32.575,319.922,10.305,,6,15
31,2018-06-15,11.160,32.568,323.885,11.069,,6,15
33,2018-06-15,10.679,32.559,327.659,11.212,,6,15
35,2018-06-15,10.330,32.561,331.281,4.309,498.032,6,15
37,2018-06-15,10.053,32.555,331.975,7.360,,6,15
39,2018-06-15,9.837,32.553,332.926,9.839,,6,15
41,2018-06-15,9.699,32.563,333.187,10.776,,6,15
43,2018-06-15,9.599,32.563,332.937,8.803,,6,15
45,2018-06-15,9.538,32.563,333.588,6.549,502.939,6,15
47,2018-06-15,9.481,32.561,331.981,11.789,,6,15
49,2018-06-15,9.426,32.564,331.437,9.353,,6,15
51,2018-06-15,9.392,32.564,330.649,7.617,,6,15
53,2018-06-15,9.350,32.564,329.605,8.399,,6,15
55,2018-06-15,9.285,32.564,328.188,3.989,511.907,6,15
57,2018-06-15,9.255,32.563,327.080,6.355,,6,15
59,2018-06-15,9.221,32.561,326.071,10.191,,6,15
61,2018-06-15,9.166,32.564,324.727,6.110,,6,15
63,2018-06-15,9.123,32.563,323.675,5.415,,6,15
65,2018-06-15,9.074,32.562,322.421,5.291,520.622,6,15
67,2018-06-15,9.059,32.562,321.749,7.807,,6,15
69,2018-06-15,9.025,32.564,320.867,10.073,,6,15
71,2018-06-15,8.978,32.565,319.729,8.720,,6,15
73,2018-06-15,8.942,32.567,318.783,5.500,,6,15
75,2018-06-15,8.889,32.566,317.260,4.690,533.566,6,15
77,2018-06-15,8.880,32.567,316.928,2.235,,6,15
79,2018-06-15,8.838,32.572,315.788,1.492,,6,15
81,2018-06-15,8.804,32.575,314.987,1.637,,6,15
83,2018-06-15,8.760,32.580,313.391,1.717,,6,15
85,2018-06-15,8.692,32.588,311.752,1.718,540.663,6,15
87,2018-06-15,8.650,32.602,309.779,1.469,,6,15
89,2018-06-15,8.591,32.615,307.942,1.292,,6,15
91,2018-06-15,8.502,32.639,305.018,4.535,,6,15
93,2018-06-15,8.402,32.667,301.380,5.883,,6,15
95,2018-06-15,8.313,32.696,298.274,8.436,,6,15
97,2018-06-15,8.270,32.705,297.451,4.382,551.099,6,15
99,2018-06-15,8.137,32.780,289.550,1.874,,6,15
101,2018-06-15,8.066,32.816,286.534,5.177,,6,15
103,2018-06-15,7.999,32.848,283.401,5.411,,6,15
105,2018-06-15,7.946,32.882,279.394,3.431,,6,15
107,2018-06-15,7.868,32.924,276.366,5.766,576.033,6,15
109,2018-06-15,7.856,32.972,270.390,2.482,,6,15
111,2018-06-15,7.819,33.019,265.948,1.629,,6,15
113,2018-06-15,7.780,33.065,262.021,2.060,,6,15
115,2018-06-15,7.755,33.103,258.723,3.256,,6,15
117,2018-06-15,7.743,33.128,255.757,3.789,,6,15
119,2018-06-15,7.733,33.163,251.668,1.681,,6,15
121,2018-06-15,7.735,33.206,246.627,4.840,,6,15
123,2018-06-15,7.750,33.256,242.170,5.958,,6,15
125,2018-06-15,7.760,33.295,237.794,8.001,,6,15
127,2018-06-15,7.786,33.346,232.481,4.763,,6,15
129,2018-06-15,7.795,33.389,229.298,6.073,654.783,6,15
131,2018-06-15,7.824,33.430,224.783,8.535,,6,15
133,2018-06-15,7.832,33.449,222.602,6.297,,6,15
135,2018-06-15,7.844,33.474,220.449,9.784,,6,15
137,2018-06-15,7.858,33.498,217.710,4.805,,6,15
139,2018-06-15,7.871,33.527,216.093,5.624,,6,15
141,2018-06-15,7.882,33.547,213.393,4.392,,6,15
143,2018-06-15,7.901,33.578,209.388,5.329,,6,15
145,2018-06-15,7.918,33.609,206.325,3.382,,6,15
147,2018-06-15,7.930,33.641,203.120,1.029,,6,15
149,2018-06-15,7.945,33.672,200.124,0.882,,6,15
151,2018-06-15,7.963,33.693,198.462,0.443,736.463,6,15
153,2018-06-15,7.958,33.722,194.609,1.520,,6,15
155,2018-06-15,7.960,33.741,192.728,1.098,,6,15
157,2018-06-15,7.958,33.760,191.078,1.513,,6,15
159,2018-06-15,7.964,33.781,188.993,0.840,,6,15
161,2018-06-15,7.969,33.796,187.457,1.150,,6,15
163,2018-06-15,7.978,33.812,185.962,1.883,,6,15
165,2018-06-15,7.980,33.828,184.486,0.515,,6,15
167,2018-06-15,7.978,33.839,183.475,0.252,,6,15
169,2018-06-15,7.971,33.848,182.328,0.263,,6,15
171,2018-06-15,7.960,33.857,181.162,1.144,,6,15
173,2018-06-15,7.950,33.863,180.391,0.505,,6,15
175,2018-06-15,7.931,33.869,179.174,1.016,,6,15
177,2018-06-15,7.908,33.876,178.050,1.501,,6,15
179,2018-06-15,7.888,33.882,176.740,1.051,,6,15
181,2018-06-15,7.868,33.887,175.740,0.709,,6,15
183,2018-06-15,7.849,33.890,175.152,0.604,,6,15
185,2018-06-15,7.950,33.875,176.695,0.491,759.071,6,15
187,2018-06-15,7.762,33.902,171.464,0.059,783.649,6,15
189,2018-06-15,7.643,33.915,170.391,0.054,812.200,6,15
3,2018-07-01,14.586,32.592,292.482,14.436,,7,1
5,2018-07-01,14.564,32.593,292.192,11.968,,7,1
7,2018-07-01,14.557,32.593,292.189,11.510,,7,1
9,2018-07-01,14.553,32.594,292.229,10.219,,7,1
11,2018-07-01,14.545,32.594,292.247,6.928,,7,1
13,2018-07-01,14.538,32.594,292.307,8.166,,7,1
15,2018-07-01,14.546,32.594,292.467,7.958,592.933,7,1
17,2018-07-01,14.505,32.599,292.503,7.563,,7,1
19,2018-07-01,14.415,32.606,293.410,6.230,,7,1
21,2018-07-01,14.196,32.609,295.595,5.707,,7,1
23,2018-07-01,13.917,32.610,298.320,6.167,,7,1
25,2018-07-01,13.645,32.588,301.156,4.988,575.313,7,1
27,2018-07-01,13.425,32.591,302.442,5.596,,7,1
29,2018-07-01,13.128,32.601,304.752,5.088,,7,1
31,2018-07-01,12.824,32.591,307.236,4.856,,7,1
33,2018-07-01,12.420,32.603,310.803,4.000,,7,1
35,2018-07-01,11.523,32.573,319.169,3.615,521.076,7,1
37,2018-07-01,11.538,32.605,318.543,3.026,,7,1
39,2018-07-01,11.109,32.571,322.038,3.526,,7,1
41,2018-07-01,10.671,32.569,325.332,4.882,,7,1
43,2018-07-01,10.339,32.561,327.365,4.305,,7,1
45,2018-07-01,9.826,32.559,330.928,2.691,507.977,7,1
47,2018-07-01,9.843,32.563,329.450,2.375,,7,1
49,2018-07-01,9.713,32.557,329.705,2.955,,7,1
51,2018-07-01,9.606,32.557,329.754,2.466,,7,1
53,2018-07-01,9.524,32.566,329.449,1.440,,7,1
55,2018-07-01,9.438,32.571,329.285,2.417,512.215,7,1
57,2018-07-01,9.438,32.568,327.824,2.665,,7,1
59,2018-07-01,9.403,32.568,327.222,1.434,,7,1
61,2018-07-01,9.367,32.571,326.597,1.355,,7,1
63,2018-07-01,9.341,32.572,326.050,1.779,,7,1
65,2018-07-01,9.292,32.575,325.340,2.959,514.871,7,1
67,2018-07-01,9.302,32.578,324.521,1.740,,7,1
69,2018-07-01,9.287,32.582,323.740,2.471,,7,1
71,2018-07-01,9.275,32.584,322.951,1.482,,7,1
73,2018-07-01,9.246,32.588,322.037,1.603,,7,1
75,2018-07-01,9.208,32.589,320.859,1.932,522.724,7,1
77,2018-07-01,9.177,32.593,319.572,1.893,,7,1
79,2018-07-01,9.127,32.601,318.182,1.448,,7,1
81,2018-07-01,9.075,32.601,316.963,1.803,,7,1
83,2018-07-01,9.013,32.606,315.615,1.905,,7,1
85,2018-07-01,9.027,32.604,315.640,1.513,529.129,7,1
87,2018-07-01,8.911,32.613,312.927,2.027,,7,1
89,2018-07-01,8.831,32.624,310.888,1.419,,7,1
91,2018-07-01,8.768,32.634,309.321,2.466,,7,1
93,2018-07-01,8.696,32.647,307.777,1.598,,7,1
95,2018-07-01,8.622,32.655,306.310,1.174,,7,1
97,2018-07-01,8.569,32.657,305.608,1.287,529.269,7,1
99,2018-07-01,8.453,32.688,301.961,1.522,,7,1
101,2018-07-01,8.328,32.721,298.857,1.322,,7,1
103,2018-07-01,8.227,32.748,296.171,0.650,,7,1
105,2018-07-01,8.149,32.766,293.281,0.678,,7,1
107,2018-07-01,8.131,32.771,292.809,0.713,541.443,7,1
109,2018-07-01,7.981,32.838,285.956,0.924,,7,1
111,2018-07-01,7.898,32.872,282.454,1.565,,7,1
113,2018-07-01,7.825,32.910,278.012,0.601,,7,1
115,2018-07-01,7.784,32.943,273.915,0.723,,7,1
117,2018-07-01,7.738,32.992,268.920,0.618,,7,1
119,2018-07-01,7.715,33.027,265.310,0.779,,7,1
121,2018-07-01,7.699,33.063,260.584,0.334,,7,1
123,2018-07-01,7.689,33.107,256.112,0.446,,7,1
125,2018-07-01,7.677,33.161,251.016,0.530,,7,1
127,2018-07-01,7.671,33.196,247.673,0.781,,7,1
129,2018-07-01,7.617,33.154,253.339,0.537,577.210,7,1
131,2018-07-01,7.653,33.272,238.844,1.110,,7,1
133,2018-07-01,7.670,33.317,234.716,0.565,,7,1
135,2018-07-01,7.689,33.363,231.074,0.410,,7,1
137,2018-07-01,7.706,33.399,228.045,0.817,,7,1
139,2018-07-01,7.721,33.441,225.298,0.444,,7,1
141,2018-07-01,7.736,33.465,222.662,0.861,,7,1
143,2018-07-01,7.750,33.495,220.062,0.554,,7,1
145,2018-07-01,7.772,33.540,217.529,0.699,,7,1
147,2018-07-01,7.788,33.567,215.347,1.381,,7,1
149,2018-07-01,7.811,33.604,212.194,0.712,,7,1
151,2018-07-01,7.813,33.635,210.025,0.597,674.899,7,1
153,2018-07-01,7.846,33.682,207.349,0.872,,7,1
155,2018-07-01,7.856,33.703,206.046,0.103,,7,1
157,2018-07-01,7.863,33.723,204.617,0.325,,7,1
159,2018-07-01,7.866,33.745,203.255,0.167,,7,1
161,2018-07-01,7.864,33.765,201.878,0.205,,7,1
163,2018-07-01,7.864,33.778,200.702,0.127,,7,1
165,2018-07-01,7.858,33.792,199.719,0.099,,7,1
167,2018-07-01,7.854,33.806,198.724,0.181,,7,1
169,2018-07-01,7.849,33.817,197.702,0.739,,7,1
171,2018-07-01,7.842,33.827,196.647,1.370,,7,1
173,2018-07-01,7.832,33.835,195.637,1.535,,7,1
175,2018-07-01,7.817,33.846,194.664,0.574,,7,1
177,2018-07-01,7.800,33.855,193.631,0.886,,7,1
179,2018-07-01,7.780,33.863,192.312,0.849,,7,1
181,2018-07-01,7.761,33.869,191.293,0.538,,7,1
183,2018-07-01,7.741,33.874,190.391,0.687,,7,1
185,2018-07-01,7.763,33.883,189.477,0.325,736.717,7,1
187,2018-07-01,7.657,33.890,186.631,0.089,749.502,7,1
189,2018-07-01,7.533,33.900,183.286,0.043,771.547,7,1
11,2017-08-15,17.269,32.641,276.375,0.197,,8,15
13,2017-08-15,17.310,32.647,276.216,0.185,,8,15
15,2017-08-15,17.311,32.649,276.258,0.187,,8,15
17,2017-08-15,17.305,32.651,276.349,0.196,,8,15
19,2017-08-15,17.284,32.652,276.696,0.202,,8,15
21,2017-08-15,17.213,32.646,277.599,0.215,405.087,8,15
23,2017-08-15,16.956,32.652,281.865,0.264,,8,15
25,2017-08-15,16.566,32.646,287.447,0.315,,8,15
27,2017-08-15,15.995,32.637,295.457,0.369,,8,15
29,2017-08-15,15.358,32.623,304.250,0.436,,8,15
31,2017-08-15,15.677,32.628,299.586,0.416,390.321,8,15
33,2017-08-15,14.353,32.607,318.206,0.613,,8,15
35,2017-08-15,13.765,32.598,325.019,0.742,,8,15
37,2017-08-15,13.184,32.589,331.826,0.871,,8,15
39,2017-08-15,12.689,32.590,338.003,1.015,,8,15
41,2017-08-15,12.724,32.590,337.938,0.976,345.322,8,15
43,2017-08-15,11.939,32.593,345.078,1.254,,8,15
45,2017-08-15,11.589,32.596,347.540,1.388,,8,15
47,2017-08-15,11.185,32.601,349.634,1.709,,8,15
49,2017-08-15,10.790,32.607,349.652,1.936,,8,15
51,2017-08-15,10.643,32.611,349.467,1.924,326.416,8,15
53,2017-08-15,10.155,32.619,346.347,1.853,,8,15
55,2017-08-15,9.886,32.623,343.276,1.697,,8,15
57,2017-08-15,9.681,32.628,340.976,1.577,,8,15
59,2017-08-15,9.498,32.633,338.382,1.500,,8,15
61,2017-08-15,9.377,32.637,336.713,1.532,319.832,8,15
63,2017-08-15,9.134,32.646,333.180,1.400,330.147,8,15
65,2017-08-15,9.049,32.651,331.787,1.354,,8,15
67,2017-08-15,8.961,32.654,330.233,1.309,,8,15
69,2017-08-15,8.874,32.658,328.980,1.256,,8,15
71,2017-08-15,8.778,32.663,327.938,1.250,330.285,8,15
73,2017-08-15,8.574,32.673,323.129,1.024,343.830,8,15
75,2017-08-15,8.605,32.672,323.767,1.052,,8,15
77,2017-08-15,8.533,32.678,322.425,0.953,,8,15
79,2017-08-15,8.467,32.685,320.826,0.873,,8,15
81,2017-08-15,8.418,32.688,319.104,0.840,,8,15
83,2017-08-15,8.319,32.717,313.851,0.691,351.722,8,15
85,2017-08-15,8.324,32.712,314.382,0.688,,8,15
87,2017-08-15,8.289,32.722,312.266,0.637,,8,15
89,2017-08-15,8.266,32.734,309.947,0.599,,8,15
91,2017-08-15,8.251,32.749,307.094,0.561,,8,15
93,2017-08-15,8.227,32.835,294.620,0.461,374.609,8,15
95,2017-08-15,8.218,32.805,297.171,0.474,,8,15
97,2017-08-15,8.212,32.844,291.642,0.446,,8,15
99,2017-08-15,8.210,32.876,286.669,0.408,,8,15
101,2017-08-15,8.212,32.919,279.935,0.358,,8,15
103,2017-08-15,8.221,33.018,267.720,0.314,422.622,8,15
105,2017-08-15,8.231,33.071,261.814,0.280,464.559,8,15
107,2017-08-15,8.226,33.056,262.243,0.291,,8,15
109,2017-08-15,8.231,33.100,257.463,0.270,,8,15
111,2017-08-15,8.236,33.140,252.562,0.246,,8,15
113,2017-08-15,8.240,33.189,246.780,0.226,,8,15
115,2017-08-15,8.245,33.251,240.187,0.205,,8,15
117,2017-08-15,8.245,33.298,234.665,0.189,,8,15
119,2017-08-15,8.245,33.347,230.416,0.172,,8,15
121,2017-08-15,8.244,33.391,225.646,0.155,,8,15
123,2017-08-15,8.242,33.434,221.669,0.140,,8,15
125,2017-08-15,8.232,33.481,217.128,0.131,529.474,8,15
127,2017-08-15,8.197,33.566,208.608,0.107,573.383,8,15
129,2017-08-15,8.220,33.536,211.711,0.110,,8,15
131,2017-08-15,8.208,33.565,209.145,0.103,,8,15
133,2017-08-15,8.191,33.591,206.837,0.097,,8,15
135,2017-08-15,8.172,33.621,203.931,0.092,,8,15
137,2017-08-15,8.153,33.648,201.229,0.087,,8,15
139,2017-08-15,8.132,33.669,199.448,0.082,,8,15
141,2017-08-15,8.111,33.689,198.051,0.078,,8,15
143,2017-08-15,8.092,33.704,196.423,0.077,,8,15
145,2017-08-15,8.071,33.722,194.848,0.076,,8,15
147,2017-08-15,8.037,33.743,194.325,0.072,610.282,8,15
149,2017-08-15,7.958,33.774,188.215,0.067,644.324,8,15
151,2017-08-15,8.007,33.756,191.599,0.067,,8,15
153,2017-08-15,7.983,33.767,189.776,0.067,,8,15
155,2017-08-15,7.960,33.778,188.167,0.066,,8,15
157,2017-08-15,7.925,33.791,186.775,0.063,,8,15
159,2017-08-15,7.895,33.802,185.260,0.063,,8,15
161,2017-08-15,7.861,33.813,183.779,0.064,,8,15
163,2017-08-15,7.829,33.821,182.613,0.063,,8,15
165,2017-08-15,7.802,33.828,181.430,0.062,,8,15
167,2017-08-15,7.773,33.835,180.941,0.062,,8,15
169,2017-08-15,7.749,33.840,180.537,0.062,,8,15
171,2017-08-15,7.722,33.845,179.885,0.060,,8,15
173,2017-08-15,7.686,33.853,178.400,0.061,,8,15
175,2017-08-15,7.658,33.858,177.117,0.060,,8,15
177,2017-08-15,7.628,33.862,176.528,0.060,,8,15
179,2017-08-15,7.597,33.867,176.675,0.060,,8,15
181,2017-08-15,7.568,33.870,176.593,0.058,,8,15
183,2017-08-15,7.540,33.873,177.195,0.057,,8,15
185,2017-08-15,7.483,33.880,180.069,0.056,641.353,8,15
187,2017-08-15,7.451,33.883,177.416,0.056,643.545,8,15
11,2017-09-15,18.683,32.520,266.151,0.149,,9,15
13,2017-09-15,18.660,32.520,266.398,0.137,,9,15
15,2017-09-15,18.662,32.521,266.420,0.136,,9,15
17,2017-09-15,18.655,32.520,266.450,0.135,,9,15
19,2017-09-15,18.656,32.521,266.438,0.139,,9,15
21,2017-09-15,18.658,32.523,266.447,0.146,470.633,9,15
23,2017-09-15,18.583,32.522,267.350,0.149,463.256,9,15
25,2017-09-15,18.396,32.528,269.516,0.172,,9,15
27,2017-09-15,18.209,32.533,272.213,0.208,,9,15
29,2017-09-15,18.005,32.534,274.703,0.229,,9,15
31,2017-09-15,17.104,32.538,285.752,0.294,421.733,9,15
33,2017-09-15,16.518,32.541,292.755,0.312,409.093,9,15
35,2017-09-15,16.563,32.542,291.996,0.328,,9,15
37,2017-09-15,15.946,32.544,298.723,0.357,,9,15
39,2017-09-15,15.293,32.548,305.820,0.412,,9,15
41,2017-09-15,14.446,32.550,314.372,0.514,380.674,9,15
43,2017-09-15,13.637,32.561,321.366,0.688,362.133,9,15
45,2017-09-15,13.435,32.563,321.798,0.688,,9,15
47,2017-09-15,12.890,32.570,325.740,0.792,,9,15
49,2017-09-15,12.421,32.582,328.366,0.898,,9,15
51,2017-09-15,11.524,32.601,330.300,1.031,367.301,9,15
53,2017-09-15,11.442,32.599,331.863,0.997,357.329,9,15
55,2017-09-15,11.006,32.610,329.631,1.108,,9,15
57,2017-09-15,10.665,32.617,328.254,1.214,,9,15
59,2017-09-15,10.263,32.632,325.467,1.295,,9,15
61,2017-09-15,9.891,32.646,321.285,1.363,,9,15
63,2017-09-15,9.529,32.655,317.669,1.365,355.961,9,15
65,2017-09-15,9.350,32.681,310.633,1.445,,9,15
67,2017-09-15,9.150,32.697,306.062,1.406,,9,15
69,2017-09-15,8.978,32.720,300.691,1.368,,9,15
71,2017-09-15,8.853,32.742,296.181,1.268,,9,15
73,2017-09-15,8.653,32.784,287.569,1.105,377.744,9,15
75,2017-09-15,8.612,32.806,283.545,1.062,,9,15
77,2017-09-15,8.540,32.832,279.445,0.964,,9,15
79,2017-09-15,8.475,32.864,274.424,0.872,,9,15
81,2017-09-15,8.422,32.889,270.963,0.820,,9,15
83,2017-09-15,8.338,32.948,262.650,0.715,414.667,9,15
85,2017-09-15,8.343,32.971,258.845,0.658,,9,15
87,2017-09-15,8.313,33.006,254.485,0.596,,9,15
89,2017-09-15,8.295,33.045,248.311,0.547,,9,15
91,2017-09-15,8.298,33.091,241.665,0.503,,9,15
93,2017-09-15,8.312,33.159,233.402,0.454,459.169,9,15
95,2017-09-15,8.276,33.147,235.499,0.425,446.368,9,15
97,2017-09-15,8.319,33.223,222.729,0.416,,9,15
99,2017-09-15,8.329,33.269,213.539,0.395,,9,15
101,2017-09-15,8.334,33.320,205.410,0.391,,9,15
103,2017-09-15,8.331,33.370,196.511,0.360,,9,15
105,2017-09-15,8.344,33.352,199.957,0.380,512.576,9,15
107,2017-09-15,8.316,33.446,183.632,0.317,,9,15
109,2017-09-15,8.301,33.487,177.792,0.286,,9,15
111,2017-09-15,8.286,33.520,172.931,0.266,,9,15
113,2017-09-15,8.274,33.545,169.680,0.250,,9,15
115,2017-09-15,8.262,33.567,166.923,0.220,,9,15
117,2017-09-15,8.243,33.594,164.306,0.192,,9,15
119,2017-09-15,8.227,33.614,162.191,0.176,,9,15
121,2017-09-15,8.210,33.636,160.984,0.157,,9,15
123,2017-09-15,8.194,33.654,160.159,0.144,,9,15
125,2017-09-15,8.190,33.655,157.763,0.165,612.884,9,15
127,2017-09-15,8.173,33.670,157.818,0.132,609.448,9,15
129,2017-09-15,8.117,33.711,153.887,0.102,,9,15
131,2017-09-15,8.085,33.729,151.791,0.093,,9,15
133,2017-09-15,8.055,33.742,149.423,0.085,,9,15
135,2017-09-15,8.031,33.753,148.249,0.080,,9,15
137,2017-09-15,8.010,33.761,147.220,0.076,,9,15
139,2017-09-15,7.987,33.770,145.542,0.078,,9,15
141,2017-09-15,7.960,33.778,143.961,0.074,,9,15
143,2017-09-15,7.932,33.787,141.912,0.070,,9,15
145,2017-09-15,7.903,33.795,139.818,0.068,,9,15
147,2017-09-15,7.877,33.802,138.351,0.067,,9,15
149,2017-09-15,7.877,33.803,138.544,0.066,702.728,9,15
151,2017-09-15,7.824,33.816,136.273,0.063,,9,15
153,2017-09-15,7.798,33.822,135.395,0.062,,9,15
155,2017-09-15,7.770,33.828,134.679,0.060,,9,15
157,2017-09-15,7.747,33.833,134.141,0.060,,9,15
159,2017-09-15,7.722,33.838,133.232,0.058,,9,15
161,2017-09-15,7.703,33.842,132.296,0.060,,9,15
163,2017-09-15,7.679,33.847,131.439,0.060,,9,15
165,2017-09-15,7.653,33.851,130.881,0.059,,9,15
167,2017-09-15,7.630,33.856,130.426,0.058,,9,15
169,2017-09-15,7.604,33.860,130.131,0.059,,9,15
171,2017-09-15,7.582,33.863,130.128,0.058,,9,15
173,2017-09-15,7.558,33.867,129.702,0.058,,9,15
175,2017-09-15,7.533,33.870,129.236,0.058,,9,15
177,2017-09-15,7.508,33.874,128.610,0.058,,9,15
179,2017-09-15,7.483,33.878,127.910,0.058,,9,15
181,2017-09-15,7.459,33.881,127.291,0.059,,9,15
183,2017-09-15,7.435,33.883,126.679,0.059,,9,15
185,2017-09-15,7.415,33.886,126.202,0.058,,9,15
187,2017-09-15,7.343,33.895,124.333,0.058,791.316,9,15
189,2017-09-15,7.438,33.884,126.844,0.058,794.888,9,15
11,2017-10-15,16.043,32.529,281.026,0.257,,10,15
13,2017-10-15,16.087,32.514,280.851,0.251,,10,15
15,2017-10-15,16.089,32.513,280.824,0.252,,10,15
17,2017-10-15,16.086,32.516,280.791,0.256,,10,15
19,2017-10-15,16.084,32.518,280.767,0.254,,10,15
21,2017-10-15,16.051,32.541,281.038,0.276,508.791,10,15
23,2017-10-15,16.079,32.527,280.704,0.263,,10,15
25,2017-10-15,16.073,32.535,280.679,0.268,,10,15
27,2017-10-15,16.069,32.543,280.695,0.274,,10,15
29,2017-10-15,16.053,32.553,280.783,0.292,,10,15
31,2017-10-15,16.005,32.573,281.396,0.330,496.096,10,15
33,2017-10-15,15.934,32.568,282.389,0.383,,10,15
35,2017-10-15,15.844,32.571,283.494,0.432,,10,15
37,2017-10-15,15.722,32.579,284.879,0.486,,10,15
39,2017-10-15,15.617,32.586,286.034,0.535,,10,15
41,2017-10-15,15.716,32.596,284.709,0.523,469.829,10,15
43,2017-10-15,15.266,32.597,290.068,0.662,,10,15
45,2017-10-15,14.888,32.601,294.797,0.749,,10,15
47,2017-10-15,14.308,32.598,300.791,0.863,,10,15
49,2017-10-15,13.610,32.605,307.421,0.971,,10,15
51,2017-10-15,13.054,32.603,313.154,1.063,446.563,10,15
53,2017-10-15,12.351,32.620,313.938,1.086,,10,15
55,2017-10-15,11.651,32.634,314.822,1.090,,10,15
57,2017-10-15,11.129,32.657,312.630,1.074,,10,15
59,2017-10-15,10.652,32.685,308.878,1.019,,10,15
61,2017-10-15,9.957,32.739,299.583,0.911,444.729,10,15
63,2017-10-15,9.809,32.752,296.740,0.876,,10,15
65,2017-10-15,9.650,32.769,293.006,0.829,,10,15
67,2017-10-15,9.342,32.806,285.847,0.762,,10,15
69,2017-10-15,9.091,32.842,279.118,0.682,,10,15
71,2017-10-15,8.937,32.875,272.901,0.613,,10,15
73,2017-10-15,8.745,32.923,264.771,0.522,490.755,10,15
75,2017-10-15,8.744,32.931,264.026,0.533,,10,15
77,2017-10-15,8.652,32.961,259.702,0.480,,10,15
79,2017-10-15,8.563,33.001,253.627,0.426,,10,15
81,2017-10-15,8.505,33.044,248.524,0.387,,10,15
83,2017-10-15,8.458,33.074,244.679,0.363,526.409,10,15
85,2017-10-15,8.423,33.119,239.656,0.334,,10,15
87,2017-10-15,8.401,33.152,234.689,0.312,,10,15
89,2017-10-15,8.379,33.194,228.862,0.294,,10,15
91,2017-10-15,8.355,33.240,221.968,0.284,,10,15
93,2017-10-15,8.327,33.237,225.438,0.268,553.792,10,15
95,2017-10-15,8.321,33.339,206.684,0.253,,10,15
97,2017-10-15,8.302,33.384,198.605,0.246,,10,15
99,2017-10-15,8.285,33.427,190.329,0.241,,10,15
101,2017-10-15,8.268,33.470,181.333,0.230,,10,15
103,2017-10-15,8.251,33.518,174.426,0.210,624.741,10,15
105,2017-10-15,8.253,33.512,175.247,0.216,602.529,10,15
107,2017-10-15,8.196,33.581,157.664,0.209,,10,15
109,2017-10-15,8.176,33.603,152.422,0.202,,10,15
111,2017-10-15,8.152,33.626,147.512,0.196,,10,15
113,2017-10-15,8.125,33.651,142.172,0.185,,10,15
115,2017-10-15,8.091,33.676,137.875,0.175,,10,15
117,2017-10-15,8.058,33.699,134.714,0.161,,10,15
119,2017-10-15,8.030,33.715,131.839,0.137,,10,15
121,2017-10-15,8.001,33.732,129.104,0.125,,10,15
123,2017-10-15,7.974,33.747,127.022,0.114,,10,15
125,2017-10-15,8.033,33.713,131.621,0.154,752.245,10,15
127,2017-10-15,7.925,33.770,122.861,0.102,,10,15
129,2017-10-15,7.899,33.780,121.383,0.098,,10,15
131,2017-10-15,7.878,33.787,119.652,0.088,,10,15
133,2017-10-15,7.858,33.794,118.240,0.085,,10,15
135,2017-10-15,7.836,33.801,116.752,0.081,,10,15
137,2017-10-15,7.819,33.806,115.815,0.079,,10,15
139,2017-10-15,7.799,33.812,114.943,0.076,,10,15
141,2017-10-15,7.775,33.818,113.872,0.072,,10,15
143,2017-10-15,7.753,33.823,112.961,0.071,,10,15
145,2017-10-15,7.732,33.829,112.058,0.069,,10,15
147,2017-10-15,7.715,33.834,112.205,0.067,919.509,10,15
149,2017-10-15,7.713,33.834,111.660,0.067,893.007,10,15
151,2017-10-15,7.653,33.846,109.034,0.061,,10,15
153,2017-10-15,7.633,33.850,108.463,0.061,,10,15
155,2017-10-15,7.612,33.854,107.639,0.059,,10,15
157,2017-10-15,7.587,33.858,106.964,0.059,,10,15
159,2017-10-15,7.567,33.862,106.356,0.060,,10,15
161,2017-10-15,7.544,33.866,105.575,0.060,,10,15
163,2017-10-15,7.523,33.869,104.830,0.060,,10,15
165,2017-10-15,7.502,33.873,103.989,0.059,,10,15
167,2017-10-15,7.478,33.877,103.159,0.059,,10,15
169,2017-10-15,7.455,33.880,102.427,0.058,,10,15
171,2017-10-15,7.434,33.883,101.796,0.060,,10,15
173,2017-10-15,7.409,33.887,101.065,0.058,,10,15
175,2017-10-15,7.388,33.890,100.524,0.059,,10,15
177,2017-10-15,7.372,33.892,100.116,0.060,,10,15
179,2017-10-15,7.350,33.895,99.667,0.059,,10,15
181,2017-10-15,7.331,33.897,99.125,0.060,,10,15
183,2017-10-15,7.318,33.899,98.645,0.060,,10,15
185,2017-10-15,7.280,33.904,97.374,0.057,,10,15
187,2017-10-15,7.291,33.903,98.076,0.058,1012.130,10,15
13,2017-11-15,12.964,32.570,294.450,0.842,,11,15
15,2017-11-15,12.973,32.570,294.341,0.928,,11,15
17,2017-11-15,12.964,32.570,294.340,0.934,,11,15
