Date,Salinity,Irradiance,Temperature,Chlorophyll,Chlorophyll2,Prediction1,Nitrate,Nitrate2,Prediction2
2020-03-28,33.347,129.559,8.165,,1.15,,,7.342,
2020-03-29,34.247,138.87,10.531,,0.966,,,6.335,
2020-03-30,34.808,120.82,12.028,,1.022,,,6.478,
2020-03-31,33.56,106.136,8.57,,0.851,,,6.56,
2020-04-01,33.509,111.156,8.384,,1.042,,,6.398,
2020-04-02,,122.497,,,,,,7.003,
2020-04-03,,132.813,,,,,,7.446,
2020-04-04,33.289,143.256,7.841,,0.458,,,7.356,
2020-04-05,33.165,140.166,7.597,,0.433,,,7.753,
2020-04-06,33.171,140.054,7.791,,0.544,,,7.881,
2020-04-07,33.449,167.148,8.61,,0.542,,,7.25,
2020-04-08,33.492,191.845,8.688,,0.628,,,7.146,
2020-04-09,33.429,204.237,8.51,,0.707,,,7.769,
2020-04-10,33.262,186.553,7.941,,0.296,,,7.877,
2020-04-11,32.914,176.682,7.212,,0.587,,,7.723,
2020-04-12,32.883,181.628,7.148,,0.714,,,7.672,
2020-04-13,33.126,206.436,7.816,,1.216,,,6.96,
2020-04-14,33.08,208.014,7.924,,1.065,,,6.879,
2020-04-15,33.23,173.082,8.352,,1.148,,,7.245,
2020-04-16,32.888,176.704,7.361,,1.497,,,7.392,
2020-04-17,,173.057,,,,,,7.685,
2020-04-18,,176.968,,,,,,7.561,
2020-04-19,,199.222,,,,,,7.626,
2020-04-20,,178.682,,,,,,7.185,
2020-04-21,,158.767,,,,,,6.687,
2020-04-22,,196.949,,,,,,6.371,
2020-04-23,,165.174,,,,,,6.357,
2020-04-24,,180.372,,,,,,5.827,
2020-04-25,32.809,181.442,7.309,,0.84,,,6.708,
2020-04-26,32.808,166.939,7.288,,0.759,,,6.189,
2020-04-27,,176.767,,,,,,6.224,
2020-04-28,32.89,183.724,7.782,,0.999,,,6.15,
2020-04-29,32.919,186.469,7.886,,1.077,,,5.334,
2020-04-30,32.937,203.537,7.93,,0.998,,,5.272,
2020-05-01,33.005,218.741,8.236,,0.911,,,5.5,
2020-05-02,,225.601,,,,,,4.621,
2020-05-03,,215.659,,,,,,5.081,
2020-05-04,,229.669,,,,,,4.738,
2020-05-05,32.717,235.064,8.436,,1.215,,,4.908,
2020-05-06,32.948,231.694,8.932,,1.23,,,4.175,
2020-05-07,32.889,250.967,8.692,,1.089,,,4.913,
2020-05-08,32.575,246.916,8.079,,1.066,,,5.321,
2020-05-09,32.595,253.47,7.891,,1.183,,,5.517,
2020-05-10,32.658,288.006,7.839,,1.23,,,5.362,
2020-05-11,32.669,293.334,7.881,,1.564,,,4.451,
2020-05-12,32.664,303.352,7.907,,1.478,,,5.132,
2020-05-13,32.624,296.984,7.894,,1.28,,,5.102,
2020-05-14,32.613,295.835,7.952,,2.043,,,4.141,
2020-05-15,32.603,296.675,8.372,,2.468,,,3.921,
2020-05-16,32.607,291.138,8.486,,1.781,,,3.579,
2020-05-17,32.596,289.415,8.443,,2.1,,,4.069,
2020-05-18,32.609,290.571,8.927,,1.945,,,4.106,
2020-05-19,32.607,295.47,8.888,,1.451,,,3.378,
2020-05-20,32.588,268.394,8.568,,1.455,,,4.674,
2020-05-21,32.605,244.208,8.653,,1.151,,,3.751,
2020-05-22,32.569,246.19,9.001,,1.208,,,3.331,
2020-05-23,32.542,231.834,8.952,,1.271,,,3.159,
2020-05-24,32.606,223.652,9.375,,1.097,,,4.307,
2020-05-25,32.56,207.051,9.095,,0.718,,,3.937,
2020-05-26,32.587,198.15,9.245,,0.457,,,3.852,
2020-05-27,32.596,214.048,9.314,,0.925,,,3.683,
2020-05-28,32.484,242.97,9.625,,0.583,,,3.707,
2020-05-29,32.681,259.184,11.479,,0.676,,,4.114,
2020-05-30,32.66,264.603,10.404,,0.77,,,3.631,
2020-05-31,32.502,260.753,10.756,,0.623,,,3.945,
2020-06-01,,272.77,,,,,,3.073,
2020-06-02,32.678,279.498,11.334,,0.546,,,3.399,
2020-06-03,,256.638,,,,,,3.314,
2020-06-04,,241.341,,,,,,3.503,
2020-06-05,,254.039,,,,,,,
2020-06-06,,266.821,,,,,,,
2020-06-07,,275.439,,,,,,,
2020-06-08,,272.754,,,,,,,
2020-06-09,,249.149,,,,,,,
2020-06-10,,293.64,,,,,,,
2020-06-11,,294.85,,,,,,,
2020-06-12,,261.317,,,,,,,
2020-06-13,,262.714,,,,,,,
2020-06-14,,247.949,,,,,,,
2020-06-15,,251.853,,,,,,,
2020-06-16,32.695,271.446,14.727,,0.149,,,,
2020-06-17,32.725,276.395,14.992,,0.251,,,,
2020-06-18,,254.408,,,,,,,
2020-06-19,,261.397,,,,,,,
2020-06-20,32.737,251.791,14.063,,0.151,,,,
2020-06-21,,263.536,,,,,,,
2020-06-22,32.765,250.705,15.868,,0.182,,,,
2020-06-23,,240.952,,,,,,,
2020-06-24,,230.637,,,,,,,
2020-06-25,,238.898,,,,,,,
2020-06-26,,237.148,,,,,,,
2020-06-27,,237.53,,,,,,,
2020-06-28,,238.589,,,,,,,
2020-06-29,,252.416,,,,,,,
2020-06-30,,257.607,,,,,,,
2020-07-01,,247.088,,,,,,,
2020-07-02,,244.702,,,,,,,
2020-07-03,,247.95,,,,,,,
2020-07-04,,252.728,,,,,,,
2020-07-05,,259.164,,,,,,,
2020-07-06,,258.951,,,,,,,
2020-07-07,32.503,245.02,19.244,,0.152,,,,
2020-07-08,32.54,256.23,19.595,,0.169,,,,
2020-07-09,,275.227,,,,,,,
2020-07-10,,259.793,,,,,,,
2020-07-11,,265.517,,,,,,,
2020-07-12,,248.595,,,,,,,
2020-07-13,,231.755,,,,,,,
2020-07-14,32.195,228.786,18.926,,0.227,,,,
2020-07-15,32.267,223.467,19.083,,0.264,,,,
2020-07-16,32.268,217.744,18.991,,0.272,,,,
2020-07-17,32.272,230.745,19.236,,0.3,,,,
2020-07-18,32.317,229.465,20.019,,0.254,,,,
2020-07-19,32.295,221.426,20.021,,0.215,,,,
2020-07-20,32.484,224.021,20.477,,0.209,,,,
2020-07-21,32.579,213.863,21.508,,0.166,,,,
2020-07-22,32.68,227.716,19.511,,0.309,,,,
2020-07-23,33.859,229.882,22.73,,0.2,,,,
2020-07-24,33.386,240.413,22.187,,0.188,,,,
2020-07-25,33.409,238.687,21.722,,0.189,,,,
2020-07-26,32.854,243.176,21.921,,0.138,,,,
2020-07-27,32.584,249.861,22.442,,0.106,,,,
2020-07-28,32.587,252.317,23.214,,0.089,,,,
2020-07-29,32.548,254.022,23.437,,0.117,,,,
2020-07-30,32.482,253.108,23.709,,0.129,,,,
2020-07-31,32.625,247.444,24.214,,0.15,,,,
2020-08-01,32.32,235.204,24.542,,0.176,,,,
2020-08-02,32.306,244.996,24.816,,0.138,,,,
2020-08-03,32.235,223.229,24.912,,0.125,,,,
2020-08-04,32.466,222.291,25.254,,0.104,,,,
2020-08-05,33.005,205.251,24.847,,0.095,,,,
2020-08-06,33.197,206.377,24.471,,0.099,,,,
2020-08-07,32.548,208.459,24.354,,0.186,,,,
2020-08-08,32.008,217.851,24.687,,0.25,,,,
2020-08-09,32.671,222.549,24.137,,0.177,,,,
2020-08-10,32.318,243.081,24.344,,0.144,,,,
2020-08-11,32.644,241.362,24.489,,0.12,,,,
2020-08-12,32.489,229.257,24.831,,0.109,,,,
2020-08-13,32.275,192.417,25.441,,0.096,,,,
2020-08-14,32.379,179.375,25.565,,0.132,,,,
2020-08-15,32.315,179.031,24.958,,0.159,,,,
2020-08-16,32.969,170.864,24.209,,0.158,,,,
2020-08-17,33.064,172.896,22.962,,0.213,,,,
2020-08-18,32.606,202.342,22.379,,0.168,,,,
2020-08-19,32.286,205.476,22.304,,0.138,,,,
2020-08-20,32.068,236.673,22.43,,0.136,,,,
2020-08-21,32.026,242.7,22.645,,0.131,,,,
2020-08-22,32.058,239.649,22.726,,0.135,,,,
2020-08-23,31.933,246.02,22.537,,0.135,,,,
2020-08-24,32.258,233.561,23.122,,0.106,,,,
2020-08-25,32.191,232.584,23.473,,0.107,,,,
2020-08-26,32.14,230.473,22.586,,0.14,,,,
2020-08-27,32.275,232.138,21.406,,0.192,,,,
2020-08-28,32.381,235.787,21.355,,0.193,,,,
2020-08-29,32.829,221.533,21.465,,0.182,,,,
2020-08-30,32.606,200.473,21.604,,0.224,,,,
2020-08-31,32.807,199.37,21.181,,0.199,,,,
2020-09-01,32.797,196.555,20.948,,0.217,,,,
2020-09-02,32.661,214.06,21.256,,0.226,,,,
2020-09-03,32.719,212.709,21.507,,0.194,,,,
2020-09-04,32.738,209.439,21.621,,0.171,,,,
2020-09-05,32.742,217.056,21.805,,0.145,,,,
2020-09-06,33.164,223.815,22.574,,0.111,,,,
2020-09-07,33.07,227.379,22.559,,0.112,,,,
2020-09-08,33.513,214.353,23.248,,0.095,,,,
2020-09-09,34.077,200.147,24.15,,0.085,,,,
2020-09-10,34.219,196.129,24.429,,0.093,,,,
2020-09-11,34.281,185.382,24.625,,0.084,,,,
2020-09-12,34.354,179.507,24.052,,0.101,,,,
2020-09-13,34.308,182.68,23.755,,0.085,,,,
2020-09-14,34.342,177.1,23.677,,0.088,,,,
2020-09-15,34.064,162.107,22.638,,0.131,,,,
2020-09-16,33.972,167.337,22.308,,0.12,,,,
2020-09-17,34.139,153.049,22.562,,0.102,,,,
2020-09-18,34.268,162.992,22.919,,0.093,,,,
2020-09-19,34.385,156.353,22.41,,0.13,,,,
2020-09-20,34.489,158.947,21.928,,0.133,,,,
2020-09-21,34.328,155.723,21.185,,0.168,,,,
2020-09-22,32.974,177.78,17.741,,0.242,,,,
2020-09-23,34.037,174.759,18.775,,0.589,,,,
2020-09-24,33.961,184.526,18.494,,0.686,,,,
2020-09-25,34.5,169.165,19.392,,1.217,,,,
2020-09-26,34.448,177.012,19.427,,1.188,,,,
2020-09-27,34.647,163.584,20.379,,0.451,,,,
2020-09-28,34.83,171.476,20.931,,0.277,,,,
2020-09-29,34.883,171.25,21.251,,0.223,,,,
2020-09-30,34.619,176.26,20.498,,0.416,,,,
2020-10-01,33.844,158.902,18.605,,0.684,,,,
2020-10-02,33.622,151.748,18.504,,0.575,,,,
2020-10-03,34.892,149.821,21.785,,0.26,,,,
2020-10-04,34.943,157.485,22.798,,0.157,,,,
2020-10-05,34.663,156.363,22.956,,0.224,,,,
2020-10-06,34.53,153.208,21.773,,0.314,,,,
2020-10-07,34.595,142.508,21.384,,0.326,,,,
2020-10-08,34.797,148.374,21.76,,0.274,,,,
2020-10-09,35.011,141.375,22.206,,0.266,,,,
2020-10-10,35.059,126.408,22.291,,0.255,,,,
2020-10-11,35.016,127.531,22.097,,0.228,,,,
2020-10-12,35.277,124.668,22.471,,0.243,,,,
2020-10-13,35.252,124.985,22.129,,0.274,,,,
2020-10-14,34.88,128.343,20.933,,0.348,,,,
2020-10-15,34.267,134.46,19.415,,0.381,,,,
2020-10-16,34.889,149.556,20.908,,0.446,,,,
2020-10-17,34.597,162.276,20.263,,0.434,,,,
2020-10-18,33.622,158.51,17.794,,0.563,,,,
2020-10-19,33.662,151.814,17.771,,0.651,,,,
2020-10-20,33.657,143.635,17.79,,0.608,,,,
2020-10-21,33.774,139.948,18.065,,0.517,,,,
2020-10-22,33.81,124.762,18.15,,0.476,,,,
2020-10-23,33.397,110.501,17.426,,0.608,,,,
2020-10-24,33.305,99.179,17.35,,0.539,,,,
2020-10-25,33.514,80.915,17.594,,0.561,,,,
2020-10-26,33.829,64.309,17.819,,0.348,,,,
2020-10-27,34.094,51.965,18.443,,0.56,,,,
2020-10-28,,51.124,,,,,,,
2020-10-29,33.928,55.389,17.765,,0.676,,,,
2020-10-30,34.03,59.518,17.778,,0.487,,,,
2020-10-31,34.77,57.966,19.226,,0.359,,,,
2020-11-01,35.159,73.637,20.298,,0.42,,,,
2020-11-02,34.536,92.088,18.33,,0.558,,,,
2020-11-03,34.546,88.511,17.839,,0.517,,,,
2020-11-04,34.451,91.655,17.475,,0.586,,,,
2020-11-05,34.364,99.409,17.239,,0.706,,,,
2020-11-06,34.315,110.096,17.134,,0.928,,,,
2020-11-07,34.254,119.86,17.015,,1.105,,,0.043,
2020-11-08,34.119,111.201,16.802,,1.398,,,-0.102,
2020-11-09,34.307,94.194,17.176,,1.656,,,-0.949,
2020-11-10,34.176,96.918,16.989,,2.12,,,-1.2,
2020-11-11,33.963,91.868,16.659,,1.698,,,-1.21,
2020-11-12,34.013,87.901,16.989,,1.509,,,-1.235,
2020-11-13,34.316,84.968,17.294,,0.48,,,-1.131,
2020-11-14,34.413,81.854,17.269,,0.496,,,-0.978,
2020-11-15,33.578,76.272,15.514,,0.766,,,-0.454,
2020-11-16,34.022,87.245,16.458,,0.687,,,-0.905,
2020-11-17,34.069,98.558,16.21,,0.741,,,-0.266,
2020-11-18,34.272,99.334,16.385,,0.611,,,-0.039,
2020-11-19,34.79,94.917,17.145,,0.513,,,-0.433,
2020-11-20,34.823,81.8,16.863,,0.549,,,-0.208,
2020-11-21,34.371,85.899,16.127,,0.694,,,-0.225,
2020-11-22,34.252,92.807,15.794,,0.868,,,-0.29,
2020-11-23,34.197,80.975,15.612,,0.88,,,-0.676,
2020-11-24,34.037,81.544,15.197,,0.742,,,-0.197,
2020-11-25,33.734,77.278,14.493,,0.739,,,0.161,
2020-11-26,33.966,81.15,14.887,,0.685,,,-0.19,
2020-11-27,33.86,80.616,14.775,,0.751,,,-0.309,
2020-11-28,35.022,64.623,17.401,,0.504,,,-0.585,
2020-11-29,34.718,57.219,16.403,,0.46,,,-0.364,
2020-11-30,34.304,69.959,15.538,,0.746,,,-0.539,
2020-12-01,34.394,60.361,15.92,,0.486,,,-0.263,
2020-12-02,34.579,53.673,16.179,,0.468,,,-0.275,
2020-12-03,34.7,42.754,16.383,,0.459,,,-0.178,
2020-12-04,33.78,45.223,14.185,,0.658,,,0.445,
2020-12-05,33.608,45.839,14.006,,0.786,,,0.33,
2020-12-06,33.974,45.508,14.395,,0.567,,,1.162,
2020-12-07,34.076,39.051,14.364,,0.526,,,1.217,
2020-12-08,34.108,44.031,14.303,,0.533,,,1.289,
2020-12-09,34.174,46.648,14.376,,0.583,,,0.801,
2020-12-10,33.938,49.629,13.817,,0.572,,,1.492,
2020-12-11,33.808,46.599,13.475,,0.656,,,1.361,
2020-12-12,33.893,59.516,13.614,,0.76,,,1.228,
2020-12-13,33.552,61.987,13.126,,0.911,,,1.232,
2020-12-14,33.56,59.951,13.133,,1.097,,,0.904,
2020-12-15,33.604,54.476,13.089,,0.673,,,1.598,
2020-12-16,33.713,57.719,13.102,,0.734,,,1.748,
2020-12-17,34.23,55.14,14.011,,0.615,,,1.629,
2020-12-18,35.112,56.531,16.058,,0.421,,,1.461,
2020-12-19,35.203,44.914,16.12,,0.424,,,1.477,
2020-12-20,35.312,54.878,16.468,,0.386,,,1.411,
2020-12-21,34.524,54.529,14.538,,0.572,,,1.394,
2020-12-22,34.892,51.186,15.228,,0.393,,,1.547,
2020-12-23,34.965,44.068,15.164,,0.385,,,1.475,
2020-12-24,34.995,47.853,15.297,,0.383,,,1.495,
2020-12-25,35.095,49.231,15.7,,0.356,,,1.433,
2020-12-26,34.916,51.445,15.096,,0.359,,,1.792,
2020-12-27,34.326,45.378,13.481,,0.387,,,2.201,
2020-12-28,34.65,41.929,14.334,,0.381,,,1.944,
2020-12-29,33.931,49.335,12.789,,0.418,,,2.515,
2020-12-30,33.295,58.884,11.389,,0.419,,,3.142,
2020-12-31,33.404,53.035,11.572,,0.474,,,3.098,
2021-01-01,33.526,54.073,11.767,0.464,,,3.143,,
2021-01-02,34.724,52.051,14.347,0.402,,,2.644,,
2021-01-03,35.007,48.627,14.93,0.386,,,2.442,,
2021-01-04,33.994,59.543,12.629,0.48,,,2.841,,
2021-01-05,33.487,63.182,11.474,0.517,,,3.039,,
2021-01-06,33.249,53.906,11.02,0.496,,,3.066,,
2021-01-07,33.305,56.033,11.058,0.534,,,2.99,,
2021-01-08,33.348,60.401,10.985,0.572,,,3.095,,
2021-01-09,33.252,70.939,10.845,0.506,,,3.275,,
2021-01-10,33.26,73.375,10.878,0.389,,,3.84,,
2021-01-11,33.178,67.037,10.677,0.438,,,3.715,,
2021-01-12,33.107,63.013,10.383,0.471,,,3.926,,
2021-01-13,33.114,67.611,10.402,0.514,,,3.903,,
2021-01-14,33.12,68.916,10.449,0.425,,,3.916,,
2021-01-15,33.036,68.895,10.25,0.555,,,3.733,,
2021-01-16,33.231,63.507,10.482,0.674,,,3.659,,
2021-01-17,33.293,57.631,10.587,0.673,,,3.757,,
2021-01-18,,61.032,,,,,3.967,,
2021-01-19,,60.27,,,,,3.656,,
2021-01-20,,58.966,,,,,3.988,,
2021-01-21,33.24,72.253,9.92,0.561,,,4.113,,
2021-01-22,33.276,78.822,10.104,0.51,,,4.122,,
2021-01-23,33.334,76.174,10.112,0.519,,,3.888,,
2021-01-24,33.462,81.795,10.242,0.483,,,3.877,,
2021-01-25,33.522,74.549,10.223,0.517,,,3.902,,
2021-01-26,33.424,71.16,9.852,0.582,,,3.915,,
2021-01-27,33.212,74.32,9.215,0.654,,,3.838,,
2021-01-28,33.327,65.127,9.413,0.688,,,3.633,,
2021-01-29,33.394,51.014,9.628,0.535,,,4.122,,
2021-01-30,33.278,49.925,8.868,0.605,,,4.225,,
2021-01-31,33.582,49.789,9.594,0.603,,,4.189,,
2021-02-01,33.658,51.641,9.777,0.647,,,3.708,,
2021-02-02,33.506,50.391,9.584,0.753,,,3.655,,
2021-02-03,33.601,61.128,9.843,0.575,,,4.369,,
2021-02-04,33.711,53.613,9.86,0.609,,,4.066,,
2021-02-05,33.515,73.322,9.191,0.546,,,4.097,,
2021-02-06,33.508,70.048,9.25,0.538,,,4.097,,
2021-02-07,33.208,76.894,8.465,0.562,,,4.13,,
2021-02-08,33.36,76.326,8.724,0.505,,,4.456,,
2021-02-09,33.392,92.592,8.562,0.575,,,4.358,,
2021-02-10,33.676,77.284,9.301,0.586,,,4.357,,
2021-02-11,33.63,84.781,9.001,0.681,,,4.271,,
2021-02-12,33.343,68.739,8.158,0.65,,,4.294,,
2021-02-13,33.741,69.694,9.194,0.694,,,4.251,,
2021-02-14,33.185,75.675,7.833,0.621,,,4.176,,
2021-02-15,32.953,73.347,7.193,0.593,,,3.836,,
2021-02-16,33.11,56.12,7.568,0.63,,,4.031,,
2021-02-17,33.008,66.323,7.418,0.451,,,5.076,,
2021-02-18,32.963,72.46,7.258,0.471,,,5.23,,
2021-02-19,33.194,72.405,7.67,0.485,,,4.859,,
2021-02-20,33.081,86.998,7.345,0.472,,,4.869,,
2021-02-21,33.363,91.414,8.132,0.389,,,5.12,,
2021-02-22,33.595,117.098,8.556,0.458,,,5.423,,
2021-02-23,33.576,142.043,8.342,0.518,,,5.55,,
2021-02-24,33.54,131.095,8.172,0.496,,,5.719,,
2021-02-25,33.297,121.647,7.634,0.475,,,5.615,,
2021-02-26,33.225,119.625,7.424,0.539,,,5.423,,
2021-02-27,33.017,128.849,6.987,0.729,,,5.099,,
2021-02-28,33.093,130.803,7.174,0.74,,,5.143,,
2021-03-01,32.999,125.904,7.046,0.833,,,5.089,,
2021-03-02,33.074,129.611,7.121,0.602,,,5.387,,
2021-03-03,33.193,143.838,7.283,0.627,,,5.325,,
2021-03-04,33.251,158.921,7.397,0.825,,,4.9,,
2021-03-05,33.34,186.836,7.51,0.804,,,4.748,,
2021-03-06,33.285,183.442,7.268,0.946,,,4.256,,
2021-03-07,33.248,186.299,7.065,1.041,,,3.891,,
2021-03-08,33.378,189.118,7.273,0.972,,,3.979,,
2021-03-09,33.516,167.398,7.602,0.941,,,4.032,,
2021-03-10,33.389,182.55,7.499,1.011,,,3.799,,
2021-03-11,33.318,193.107,7.456,1.139,,,3.061,,
2021-03-12,33.432,190.331,7.728,1.224,,,3.101,,
2021-03-13,33.628,185.826,8.161,1.153,,,2.875,,
2021-03-14,33.765,171.164,8.435,1.137,,,2.381,,
2021-03-15,33.525,153.73,7.708,1.001,,,2.556,,
2021-03-16,33.36,166.915,7.108,1.072,,,2.841,,
2021-03-17,33.354,166.889,7.074,1.156,,,2.6,,
2021-03-18,33.464,168.229,7.422,1.254,,,2.174,,
2021-03-19,33.608,172.302,8.015,0.936,,,2.514,,
2021-03-20,33.519,187.615,7.529,0.734,,,2.487,,
2021-03-21,33.6,192.789,7.885,0.827,,,2.18,,
2021-03-22,33.535,210.576,7.843,0.645,,,1.945,,
2021-03-23,33.513,205.714,7.962,0.607,,,2.479,,
2021-03-24,33.349,207.432,7.685,0.695,,,3.779,,
2021-03-25,33.173,181.343,7.463,0.95,,,4.172,,
2021-03-26,32.947,185.512,7.081,0.958,,,3.538,,
2021-03-27,33.028,184.962,7.18,0.952,,,3.378,,
2021-03-28,33.091,195.764,7.452,1.186,,,3.394,,
2021-03-29,33.181,178.92,7.431,0.644,,,3.645,,
2021-03-30,33.293,197.639,7.898,1.193,,,3.278,,
2021-03-31,33.478,167.747,8.72,1.9,,,1.983,,
2021-04-01,33.273,194.855,8.091,1.725,,,2.086,,
2021-04-02,33.106,193.013,7.544,2.156,,,1.701,,
2021-04-03,33.066,195.363,7.466,2.109,,,1.468,,
2021-04-04,33.092,200.251,7.498,1.998,,,-0.097,,
2021-04-05,33.139,224.594,7.63,2.779,,,-0.29,,
2021-04-06,33.219,214.07,7.961,2.25,,,-0.049,,
2021-04-07,33.116,240.041,7.826,3.797,,,-0.554,,
2021-04-08,33.12,215.307,8.105,1.675,,,1.114,,
2021-04-09,33.448,200.199,9.07,2.173,,,-0.37,,
2021-04-10,32.977,180.782,7.967,1.066,,,0.175,,
2021-04-11,32.876,178.631,8.04,0.85,,,0.419,,
2021-04-12,33.343,156.395,8.925,1.1,,,0.23,,
2021-04-13,33.615,161.701,9.402,1.223,,,-0.187,,
2021-04-14,33.229,162.59,8.708,0.774,,,-0.082,,
2021-04-15,32.859,187.186,8.027,0.544,,,-0.346,,
2021-04-16,33.178,203.732,8.608,0.556,,,-0.033,,
2021-04-17,33.154,224.541,8.357,0.642,,,0.438,,
2021-04-18,32.948,223.346,7.592,0.562,,,1.927,,
2021-04-19,33.018,241.97,7.883,0.63,,,2.003,,
2021-04-20,32.979,251.057,8.088,1.09,,,0.709,,
2021-04-21,32.834,255.697,8.332,1.289,,,-0.4,,
2021-04-22,32.749,228.649,7.525,1.275,,,0.83,,
2021-04-23,32.818,234.874,7.338,0.898,,,1.593,,
2021-04-24,32.788,230.02,7.407,1.27,,,0.967,,
2021-04-25,32.785,229.976,7.718,1.769,,,0.519,,
2021-04-26,32.768,216.462,7.512,1.332,,,0.185,,
2021-04-27,32.802,212.063,7.712,0.847,,,0.281,,
2021-04-28,32.801,216.034,8.017,0.621,,,0.07,,
2021-04-29,32.795,241.848,8.268,0.508,,,0.241,,
2021-04-30,32.769,222.268,8.257,0.494,,,0.186,,
2021-05-01,32.785,210.149,8.132,0.636,,,-0.01,,
2021-05-02,32.793,191.053,8.217,0.702,,,-0.171,,
2021-05-03,32.808,217.679,8.378,0.626,,,-0.341,,
2021-05-04,32.778,226.216,8.62,0.719,,,-0.172,,
2021-05-05,32.772,214.945,8.762,0.561,,,-0.355,,
2021-05-06,32.769,216.262,8.94,0.419,,,-0.465,,
2021-05-07,32.777,219.213,9.076,0.368,,,-0.347,,
2021-05-08,32.786,240.38,9.076,0.354,,,-0.289,,
2021-05-09,32.771,270.641,9.18,0.286,,,0.015,,
2021-05-10,32.763,272.198,9.352,0.337,,,-0.182,,
2021-05-11,32.767,272.342,9.313,0.385,,,0.14,,
2021-05-12,32.765,286.731,9.563,0.28,,,-0.241,,
2021-05-13,32.78,293.08,9.671,0.277,,,-0.26,,
2021-05-14,32.813,310.561,9.781,0.277,,,-0.137,,
2021-05-15,32.837,309.252,10.172,0.276,,,-0.059,,
2021-05-16,32.841,308.558,10.47,0.253,,,-0.106,,
2021-05-17,32.83,308.271,10.529,0.255,,,-0.179,,
2021-05-18,32.818,290.815,10.785,0.294,,,-0.128,,
2021-05-19,32.8,270.37,11.274,0.291,,,-0.275,,
2021-05-20,32.771,271.118,11.52,0.289,,,-0.279,,
2021-05-21,32.727,270.489,11.164,0.388,,,-0.244,,
2021-05-22,32.595,272.548,11.129,0.494,,,-0.329,,
2021-05-23,32.747,262.832,12.05,0.46,,,-0.365,,
2021-05-24,32.722,256.207,12.109,0.423,,,-0.335,,
2021-05-25,32.644,268.892,12.168,0.502,,,-0.238,,
2021-05-26,32.631,253.819,12.512,0.522,,,-0.566,,
2021-05-27,32.683,228.163,13.126,0.435,,,-0.323,,
2021-05-28,32.977,207.071,13.139,0.365,,,-0.31,,
2021-05-29,34.764,199.991,15.867,0.591,,,-0.737,,
2021-05-30,35.558,204.369,17.577,0.696,,,-1.077,,
2021-05-31,35.666,186.397,18.951,0.578,,,-0.669,,
2021-06-01,34.119,156.41,13.837,0.63,,,-0.395,,
2021-06-02,33.127,189.138,10.734,0.573,,,-0.337,,
2021-06-03,33.1,216.167,11.25,0.706,,,-0.331,,
2021-06-04,32.856,224.935,11.909,0.794,,,-0.6,,
2021-06-05,32.994,219.436,12.119,0.661,,,-0.265,,
2021-06-06,33.23,215.7,14.215,0.491,,,-0.03,,
2021-06-07,34.611,231.956,17.487,0.286,,,-0.323,,
2021-06-08,35.217,266.069,19.087,0.227,,,-0.203,,
2021-06-09,35.038,257.393,18.959,0.164,,,-0.313,,
2021-06-10,34.636,259.523,19.091,0.181,,,-0.147,,
2021-06-11,35.548,267.216,21.336,0.151,,,0.098,,
2021-06-12,35.685,265.549,21.566,0.148,,,0.111,,
2021-06-13,35.721,274.055,21.532,0.141,,,0.092,,
2021-06-14,35.734,283.103,21.992,0.112,,,0.168,,
2021-06-15,35.752,284.642,22.393,0.106,,,0.207,,
2021-06-16,35.758,283.611,22.331,0.114,,,0.238,,
2021-06-17,35.67,281.491,22.147,0.109,,,0.221,,
2021-06-18,35.153,274.358,21.322,0.107,,,0.223,,
2021-06-19,34.494,273.124,20.308,0.137,,,0.218,,
2021-06-20,33.808,267.553,19.39,0.168,,,0.223,,
2021-06-21,33.654,255.13,19.552,0.193,,,0.235,,
2021-06-22,33.267,239.163,19.401,0.186,,,-0.126,,
2021-06-23,33.512,245.968,19.869,0.202,,,0.177,,
2021-06-24,33.489,245.084,19.729,0.199,,,0.47,,
2021-06-25,33.746,255.516,19.895,0.185,,,0.009,,
2021-06-26,33.982,269.459,20.307,0.174,,,-0.197,,
2021-06-27,33.835,274.56,20.86,0.164,,,0.358,,
2021-06-28,33.829,275.116,21.182,0.163,,,0.621,,
2021-06-29,33.914,257.363,21.632,0.15,,,0.779,,
2021-06-30,33.798,233.063,21.926,0.14,,,0.252,,
2021-07-01,34.089,217.056,22.622,0.121,,,0.868,,
2021-07-02,33.82,214.195,22.494,0.214,,,0.921,,
2021-07-03,34.058,205.974,22.283,0.208,,,0.851,,
2021-07-04,34.614,202.542,22.583,0.119,,,0.787,,
2021-07-05,34.872,197.807,22.722,0.09,,,0.743,,
2021-07-06,34.863,205.544,23.056,0.075,,,0.817,,
2021-07-07,34.652,214.308,22.874,0.07,,,0.845,,
2021-07-08,34.608,226.595,22.953,0.079,,,0.878,,
2021-07-09,34.542,221.167,22.561,0.116,,,0.891,,
2021-07-10,34.706,206.147,21.698,0.12,,,0.694,,
2021-07-11,34.597,204.033,21.775,0.106,,,0.747,,
2021-07-12,34.389,215.118,21.698,0.145,,,0.737,,
2021-07-13,34.294,235.334,21.628,0.209,,,0.797,,
2021-07-14,34.256,252.673,21.82,0.215,,,0.868,,
2021-07-15,,243.931,,,,,,,
2021-07-16,,241.764,,,,,,,
2021-07-17,,257.887,,,,,,,
2021-07-18,,247.233,,,,,,,
2021-07-19,,245.058,,,,,,,
2021-07-20,,246.057,,,,,,,
